,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
0,1,4,1,India,267,8,,Melbourne Cricket Ground,267/8
1,2,6,1,India,267,8,,Melbourne Cricket Ground,267/8
2,3,16,1,India,267,8,,Melbourne Cricket Ground,267/8
3,4,26,1,India,267,8,,Melbourne Cricket Ground,267/8
4,5,29,1,India,267,8,,Melbourne Cricket Ground,267/8
5,6,30,1,India,267,8,,Melbourne Cricket Ground,267/8
6,7,32,1,India,267,8,,Melbourne Cricket Ground,267/8
7,8,36,2,India,267,8,,Melbourne Cricket Ground,267/8
8,9,41,2,India,267,8,,Melbourne Cricket Ground,267/8
9,10,45,2,India,267,8,,Melbourne Cricket Ground,267/8
10,11,53,2,India,267,8,,Melbourne Cricket Ground,267/8
11,12,56,2,India,267,8,,Melbourne Cricket Ground,267/8
12,13,59,3,India,267,8,,Melbourne Cricket Ground,267/8
13,14,62,3,India,267,8,,Melbourne Cricket Ground,267/8
14,15,62,3,India,267,8,,Melbourne Cricket Ground,267/8
15,16,64,3,India,267,8,,Melbourne Cricket Ground,267/8
16,17,72,3,India,267,8,,Melbourne Cricket Ground,267/8
17,18,77,3,India,267,8,,Melbourne Cricket Ground,267/8
18,19,84,3,India,267,8,,Melbourne Cricket Ground,267/8
19,20,89,3,India,267,8,,Melbourne Cricket Ground,267/8
20,21,96,3,India,267,8,,Melbourne Cricket Ground,267/8
21,22,104,3,India,267,8,,Melbourne Cricket Ground,267/8
22,23,113,3,India,267,8,,Melbourne Cricket Ground,267/8
23,24,117,3,India,267,8,,Melbourne Cricket Ground,267/8
24,25,121,3,India,267,8,,Melbourne Cricket Ground,267/8
25,26,123,3,India,267,8,,Melbourne Cricket Ground,267/8
26,27,128,3,India,267,8,,Melbourne Cricket Ground,267/8
27,28,139,3,India,267,8,,Melbourne Cricket Ground,267/8
28,29,148,3,India,267,8,,Melbourne Cricket Ground,267/8
29,30,153,3,India,267,8,,Melbourne Cricket Ground,267/8
30,31,159,3,India,267,8,,Melbourne Cricket Ground,267/8
31,32,166,3,India,267,8,,Melbourne Cricket Ground,267/8
32,33,177,3,India,267,8,,Melbourne Cricket Ground,267/8
33,34,180,3,India,267,8,,Melbourne Cricket Ground,267/8
34,35,185,4,India,267,8,,Melbourne Cricket Ground,267/8
35,36,190,4,India,267,8,,Melbourne Cricket Ground,267/8
36,37,192,4,India,267,8,,Melbourne Cricket Ground,267/8
37,38,195,4,India,267,8,,Melbourne Cricket Ground,267/8
38,39,199,4,India,267,8,,Melbourne Cricket Ground,267/8
39,40,206,4,India,267,8,,Melbourne Cricket Ground,267/8
40,41,211,4,India,267,8,,Melbourne Cricket Ground,267/8
41,42,219,4,India,267,8,,Melbourne Cricket Ground,267/8
42,43,227,4,India,267,8,,Melbourne Cricket Ground,267/8
43,44,237,4,India,267,8,,Melbourne Cricket Ground,267/8
44,45,237,6,India,267,8,,Melbourne Cricket Ground,267/8
45,46,243,6,India,267,8,,Melbourne Cricket Ground,267/8
46,47,252,6,India,267,8,,Melbourne Cricket Ground,267/8
47,48,257,6,India,267,8,,Melbourne Cricket Ground,267/8
48,49,262,8,India,267,8,,Melbourne Cricket Ground,267/8
49,50,267,8,India,267,8,,Melbourne Cricket Ground,267/8
