,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
0,1,3,0,Canada,223,8,Benoni,Willowmoore Park,223/8
1,2,9,0,Canada,223,8,Benoni,Willowmoore Park,223/8
2,3,13,0,Canada,223,8,Benoni,Willowmoore Park,223/8
3,4,17,1,Canada,223,8,Benoni,Willowmoore Park,223/8
4,5,18,1,Canada,223,8,Benoni,Willowmoore Park,223/8
5,6,19,1,Canada,223,8,Benoni,Willowmoore Park,223/8
6,7,24,1,Canada,223,8,Benoni,Willowmoore Park,223/8
7,8,32,1,Canada,223,8,Benoni,Willowmoore Park,223/8
8,9,37,1,Canada,223,8,Benoni,Willowmoore Park,223/8
9,10,46,1,Canada,223,8,Benoni,Willowmoore Park,223/8
10,11,50,1,Canada,223,8,Benoni,Willowmoore Park,223/8
11,12,53,1,Canada,223,8,Benoni,Willowmoore Park,223/8
12,13,57,1,Canada,223,8,Benoni,Willowmoore Park,223/8
13,14,58,1,Canada,223,8,Benoni,Willowmoore Park,223/8
14,15,58,1,Canada,223,8,Benoni,Willowmoore Park,223/8
15,16,60,1,Canada,223,8,Benoni,Willowmoore Park,223/8
16,17,61,1,Canada,223,8,Benoni,Willowmoore Park,223/8
17,18,65,1,Canada,223,8,Benoni,Willowmoore Park,223/8
18,19,68,1,Canada,223,8,Benoni,Willowmoore Park,223/8
19,20,69,2,Canada,223,8,Benoni,Willowmoore Park,223/8
20,21,70,2,Canada,223,8,Benoni,Willowmoore Park,223/8
21,22,74,2,Canada,223,8,Benoni,Willowmoore Park,223/8
22,23,82,2,Canada,223,8,Benoni,Willowmoore Park,223/8
23,24,85,2,Canada,223,8,Benoni,Willowmoore Park,223/8
24,25,91,2,Canada,223,8,Benoni,Willowmoore Park,223/8
25,26,95,2,Canada,223,8,Benoni,Willowmoore Park,223/8
26,27,95,3,Canada,223,8,Benoni,Willowmoore Park,223/8
27,28,99,3,Canada,223,8,Benoni,Willowmoore Park,223/8
28,29,102,3,Canada,223,8,Benoni,Willowmoore Park,223/8
29,30,107,4,Canada,223,8,Benoni,Willowmoore Park,223/8
30,31,108,4,Canada,223,8,Benoni,Willowmoore Park,223/8
31,32,110,5,Canada,223,8,Benoni,Willowmoore Park,223/8
32,33,113,5,Canada,223,8,Benoni,Willowmoore Park,223/8
33,34,120,5,Canada,223,8,Benoni,Willowmoore Park,223/8
34,35,125,5,Canada,223,8,Benoni,Willowmoore Park,223/8
35,36,129,5,Canada,223,8,Benoni,Willowmoore Park,223/8
36,37,137,5,Canada,223,8,Benoni,Willowmoore Park,223/8
37,38,143,5,Canada,223,8,Benoni,Willowmoore Park,223/8
38,39,147,5,Canada,223,8,Benoni,Willowmoore Park,223/8
39,40,148,5,Canada,223,8,Benoni,Willowmoore Park,223/8
40,41,156,5,Canada,223,8,Benoni,Willowmoore Park,223/8
41,42,167,5,Canada,223,8,Benoni,Willowmoore Park,223/8
42,43,170,6,Canada,223,8,Benoni,Willowmoore Park,223/8
43,44,177,6,Canada,223,8,Benoni,Willowmoore Park,223/8
44,45,181,6,Canada,223,8,Benoni,Willowmoore Park,223/8
45,46,191,6,Canada,223,8,Benoni,Willowmoore Park,223/8
46,47,195,7,Canada,223,8,Benoni,Willowmoore Park,223/8
47,48,203,8,Canada,223,8,Benoni,Willowmoore Park,223/8
48,49,208,8,Canada,223,8,Benoni,Willowmoore Park,223/8
49,50,223,8,Canada,223,8,Benoni,Willowmoore Park,223/8
