,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
0,1,1,0,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
1,2,11,1,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
2,3,19,1,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
3,4,22,1,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
4,5,25,1,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
5,6,26,2,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
6,7,27,2,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
7,8,30,2,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
8,9,31,2,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
9,10,33,2,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
10,11,34,2,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
11,12,34,2,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
12,13,41,2,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
13,14,46,2,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
14,15,52,2,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
15,16,52,2,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
16,17,54,2,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
17,18,55,2,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
18,19,57,2,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
19,20,58,2,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
20,21,62,2,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
21,22,63,3,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
22,23,64,3,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
23,24,70,3,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
24,25,72,3,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
25,26,75,3,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
26,27,84,3,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
27,28,85,3,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
28,29,98,3,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
29,30,100,3,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
30,31,106,3,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
31,32,115,3,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
32,33,116,3,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
33,34,125,3,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
34,35,126,3,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
35,36,132,3,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
36,37,135,4,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
37,38,137,4,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
38,39,146,4,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
39,40,153,4,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
40,41,155,4,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
41,42,164,4,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
42,43,172,4,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
43,44,177,4,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
44,45,185,4,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
45,46,194,4,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
46,47,207,4,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
47,48,218,4,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
48,49,225,6,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
49,50,227,8,Canada,227,8,Dubai,ICC Global Cricket Academy,227/8
