,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
0,1,6,0,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
1,2,6,0,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
2,3,9,0,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
3,4,12,0,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
4,5,20,0,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
5,6,29,0,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
6,7,36,0,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
7,8,36,1,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
8,9,37,2,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
9,10,37,2,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
10,11,40,2,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
11,12,44,2,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
12,13,48,2,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
13,14,55,2,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
14,15,57,2,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
15,16,58,3,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
16,17,63,4,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
17,18,65,4,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
18,19,68,4,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
19,20,72,4,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
20,21,75,4,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
21,22,77,5,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
22,23,81,5,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
23,24,88,5,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
24,25,90,5,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
25,26,92,5,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
26,27,93,5,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
27,28,96,5,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
28,29,100,5,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
29,30,102,5,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
30,31,104,5,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
31,32,106,5,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
32,33,107,5,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
33,34,111,5,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
34,35,121,5,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
35,36,130,5,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
36,37,136,5,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
37,38,149,5,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
38,39,154,6,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
39,40,165,6,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
40,41,170,6,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
41,42,173,6,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
42,43,182,6,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
43,44,185,6,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
44,45,190,6,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
45,46,198,6,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
46,47,207,6,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
47,48,214,6,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
48,49,228,6,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
49,50,239,6,Pakistan,239,6,Mirpur,Shere Bangla National Stadium,239/6
