,Unnamed: 0,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
285,285,36,234,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
286,286,37,238,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
287,287,38,242,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
288,288,39,255,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
289,289,40,265,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
290,290,41,269,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
291,291,42,276,5,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
292,292,43,277,6,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
293,293,44,279,7,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
294,294,45,281,7,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
295,295,46,287,7,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
296,296,47,300,7,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
297,297,48,307,7,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
298,298,49,309,8,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
299,299,50,317,9,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
300,300,1,8,0,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
301,301,2,8,0,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
302,302,3,9,1,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
303,303,4,17,1,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
304,304,5,25,1,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
305,305,6,30,2,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
306,306,7,32,2,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
307,307,8,40,2,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
308,308,9,45,2,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
309,309,10,47,3,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
310,310,11,51,3,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
311,311,12,51,4,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
312,312,13,59,4,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
313,313,14,62,4,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
314,314,15,66,4,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
315,315,16,70,4,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
316,316,17,72,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
317,317,18,77,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
318,318,19,83,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
319,319,20,83,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
320,320,21,88,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
321,321,22,89,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
322,322,23,95,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
323,323,24,97,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
324,324,25,101,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
325,325,26,109,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
326,326,27,120,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
327,327,28,127,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
328,328,29,137,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
329,329,30,145,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
330,330,31,149,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
331,331,32,156,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
332,332,33,159,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
333,333,34,166,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
334,334,35,168,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
335,335,36,173,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
336,336,37,185,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
337,337,38,193,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
338,338,39,205,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
339,339,40,223,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
340,340,41,235,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
341,341,42,255,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
342,342,43,266,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
343,343,44,270,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
344,344,45,278,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
345,345,46,289,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
346,346,47,292,6,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
347,347,48,310,7,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
348,348,49,315,8,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
349,349,50,331,8,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
350,350,1,12,0,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
351,351,2,12,0,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
352,352,3,22,0,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
353,353,4,30,0,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
354,354,5,37,1,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
355,355,6,42,1,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
356,356,7,43,1,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
357,357,8,48,1,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
358,358,9,51,1,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
359,359,10,68,1,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
360,360,11,71,1,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
361,361,12,79,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
362,362,13,86,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
363,363,14,92,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
364,364,15,94,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
365,365,16,95,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
366,366,17,97,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
367,367,18,103,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
368,368,19,109,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
369,369,20,114,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
370,370,21,117,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
371,371,22,131,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
372,372,23,133,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
373,373,24,135,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
374,374,25,151,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
375,375,26,157,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
376,376,27,164,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
377,377,28,176,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
378,378,29,180,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
379,379,30,187,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
380,380,31,189,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
381,381,32,193,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
382,382,33,200,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
383,383,34,207,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
384,384,35,214,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
385,385,36,214,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
386,386,37,218,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
387,387,38,223,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
388,388,39,234,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
389,389,40,246,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
390,390,41,257,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
391,391,42,266,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
392,392,43,270,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
393,393,44,282,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
394,394,45,287,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
395,395,46,298,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
396,396,47,308,5,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
397,397,48,317,5,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
398,398,49,331,5,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
399,399,50,337,7,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
400,400,1,13,0,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
401,401,2,19,0,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
402,402,3,20,0,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
403,403,4,26,0,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
404,404,5,36,1,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
405,405,6,48,1,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
406,406,7,64,1,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
407,407,8,70,1,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
408,408,9,78,1,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
409,409,10,83,1,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
410,410,11,86,1,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
411,411,12,97,1,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
412,412,13,104,1,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
413,413,14,110,2,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
414,414,15,115,2,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
415,415,16,119,2,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
416,416,17,126,2,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
417,417,18,131,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
418,418,19,134,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
419,419,20,139,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
420,420,21,141,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
421,421,22,146,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
422,422,23,149,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
423,423,24,158,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
424,424,25,166,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
425,425,26,169,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
426,426,27,176,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
427,427,28,181,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
428,428,29,186,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
429,429,30,191,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
430,430,31,202,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
431,431,32,211,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
432,432,33,216,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
433,433,34,221,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
434,434,35,226,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
435,435,36,234,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
436,436,37,238,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
437,437,38,242,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
438,438,39,255,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
439,439,40,265,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
440,440,41,269,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
441,441,42,276,5,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
442,442,43,277,6,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
443,443,44,279,7,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
444,444,45,281,7,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
445,445,46,287,7,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
446,446,47,300,7,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
447,447,48,307,7,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
448,448,49,309,8,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
449,449,50,317,9,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
450,450,1,8,0,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
451,451,2,8,0,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
452,452,3,9,1,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
453,453,4,17,1,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
454,454,5,25,1,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
455,455,6,30,2,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
456,456,7,32,2,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
457,457,8,40,2,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
458,458,9,45,2,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
459,459,10,47,3,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
460,460,11,51,3,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
461,461,12,51,4,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
462,462,13,59,4,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
463,463,14,62,4,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
464,464,15,66,4,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
465,465,16,70,4,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
466,466,17,72,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
467,467,18,77,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
468,468,19,83,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
469,469,20,83,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
470,470,21,88,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
471,471,22,89,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
472,472,23,95,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
473,473,24,97,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
474,474,25,101,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
475,475,26,109,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
476,476,27,120,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
477,477,28,127,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
478,478,29,137,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
479,479,30,145,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
480,480,31,149,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
481,481,32,156,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
482,482,33,159,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
483,483,34,166,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
484,484,35,168,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
485,485,36,173,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
486,486,37,185,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
487,487,38,193,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
488,488,39,205,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
489,489,40,223,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
490,490,41,235,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
491,491,42,255,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
492,492,43,266,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
493,493,44,270,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
494,494,45,278,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
495,495,46,289,5,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
496,496,47,292,6,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
497,497,48,310,7,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
498,498,49,315,8,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
499,499,50,331,8,Asia XI,331,8,Chennai,"MA Chidambaram Stadium, Chepauk",331/8
500,500,1,12,0,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
501,501,2,12,0,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
502,502,3,22,0,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
503,503,4,30,0,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
504,504,5,37,1,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
505,505,6,42,1,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
506,506,7,43,1,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
507,507,8,48,1,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
508,508,9,51,1,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
509,509,10,68,1,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
510,510,11,71,1,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
511,511,12,79,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
512,512,13,86,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
513,513,14,92,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
514,514,15,94,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
515,515,16,95,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
516,516,17,97,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
517,517,18,103,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
518,518,19,109,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
519,519,20,114,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
520,520,21,117,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
521,521,22,131,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
522,522,23,133,2,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
523,523,24,135,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
524,524,25,151,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
525,525,26,157,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
526,526,27,164,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
527,527,28,176,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
528,528,29,180,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
529,529,30,187,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
530,530,31,189,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
531,531,32,193,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
532,532,33,200,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
533,533,34,207,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
534,534,35,214,3,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
535,535,36,214,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
536,536,37,218,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
537,537,38,223,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
538,538,39,234,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
539,539,40,246,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
540,540,41,257,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
541,541,42,266,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
542,542,43,270,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
543,543,44,282,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
544,544,45,287,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
545,545,46,298,4,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
546,546,47,308,5,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
547,547,48,317,5,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
548,548,49,331,5,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
549,549,50,337,7,Asia XI,337,7,Chennai,"MA Chidambaram Stadium, Chepauk",337/7
550,550,1,13,0,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
551,551,2,19,0,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
552,552,3,20,0,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
553,553,4,26,0,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
554,554,5,36,1,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
555,555,6,48,1,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
556,556,7,64,1,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
557,557,8,70,1,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
558,558,9,78,1,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
559,559,10,83,1,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
560,560,11,86,1,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
561,561,12,97,1,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
562,562,13,104,1,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
563,563,14,110,2,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
564,564,15,115,2,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
565,565,16,119,2,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
566,566,17,126,2,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
567,567,18,131,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
568,568,19,134,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
569,569,20,139,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
570,570,21,141,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
571,571,22,146,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
572,572,23,149,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
573,573,24,158,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
574,574,25,166,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
575,575,26,169,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
576,576,27,176,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
577,577,28,181,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
578,578,29,186,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
