,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
0,1,4,0,Australia,269,8,,Adelaide Oval,269/8
1,2,12,0,Australia,269,8,,Adelaide Oval,269/8
2,3,14,0,Australia,269,8,,Adelaide Oval,269/8
3,4,17,1,Australia,269,8,,Adelaide Oval,269/8
4,5,27,1,Australia,269,8,,Adelaide Oval,269/8
5,6,38,1,Australia,269,8,,Adelaide Oval,269/8
6,7,43,1,Australia,269,8,,Adelaide Oval,269/8
7,8,51,1,Australia,269,8,,Adelaide Oval,269/8
8,9,53,1,Australia,269,8,,Adelaide Oval,269/8
9,10,53,2,Australia,269,8,,Adelaide Oval,269/8
10,11,55,2,Australia,269,8,,Adelaide Oval,269/8
11,12,55,2,Australia,269,8,,Adelaide Oval,269/8
12,13,59,2,Australia,269,8,,Adelaide Oval,269/8
13,14,67,2,Australia,269,8,,Adelaide Oval,269/8
14,15,75,2,Australia,269,8,,Adelaide Oval,269/8
15,16,76,2,Australia,269,8,,Adelaide Oval,269/8
16,17,79,2,Australia,269,8,,Adelaide Oval,269/8
17,18,83,3,Australia,269,8,,Adelaide Oval,269/8
18,19,93,3,Australia,269,8,,Adelaide Oval,269/8
19,20,95,3,Australia,269,8,,Adelaide Oval,269/8
20,21,103,3,Australia,269,8,,Adelaide Oval,269/8
21,22,106,3,Australia,269,8,,Adelaide Oval,269/8
22,23,109,3,Australia,269,8,,Adelaide Oval,269/8
23,24,115,3,Australia,269,8,,Adelaide Oval,269/8
24,25,118,3,Australia,269,8,,Adelaide Oval,269/8
25,26,119,3,Australia,269,8,,Adelaide Oval,269/8
26,27,132,3,Australia,269,8,,Adelaide Oval,269/8
27,28,135,3,Australia,269,8,,Adelaide Oval,269/8
28,29,141,3,Australia,269,8,,Adelaide Oval,269/8
29,30,145,3,Australia,269,8,,Adelaide Oval,269/8
30,31,150,3,Australia,269,8,,Adelaide Oval,269/8
31,32,154,3,Australia,269,8,,Adelaide Oval,269/8
32,33,164,3,Australia,269,8,,Adelaide Oval,269/8
33,34,169,3,Australia,269,8,,Adelaide Oval,269/8
34,35,175,3,Australia,269,8,,Adelaide Oval,269/8
35,36,181,4,Australia,269,8,,Adelaide Oval,269/8
36,37,187,4,Australia,269,8,,Adelaide Oval,269/8
37,38,199,4,Australia,269,8,,Adelaide Oval,269/8
38,39,205,4,Australia,269,8,,Adelaide Oval,269/8
39,40,212,4,Australia,269,8,,Adelaide Oval,269/8
40,41,217,4,Australia,269,8,,Adelaide Oval,269/8
41,42,221,4,Australia,269,8,,Adelaide Oval,269/8
42,43,230,4,Australia,269,8,,Adelaide Oval,269/8
43,44,234,4,Australia,269,8,,Adelaide Oval,269/8
44,45,236,5,Australia,269,8,,Adelaide Oval,269/8
45,46,245,5,Australia,269,8,,Adelaide Oval,269/8
46,47,248,5,Australia,269,8,,Adelaide Oval,269/8
47,48,256,6,Australia,269,8,,Adelaide Oval,269/8
48,49,263,6,Australia,269,8,,Adelaide Oval,269/8
49,50,269,8,Australia,269,8,,Adelaide Oval,269/8
