,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
0,1,7,0,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
1,2,11,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
2,3,17,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
3,4,28,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
4,5,32,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
5,6,37,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
6,7,44,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
7,8,62,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
8,9,76,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
9,10,77,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
10,11,78,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
11,12,82,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
12,13,86,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
13,14,91,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
14,15,99,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
15,16,102,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
16,17,109,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
17,18,115,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
18,19,119,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
19,20,127,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
20,21,135,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
21,22,139,1,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
22,23,144,2,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
23,24,152,2,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
24,25,155,2,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
25,26,169,2,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
26,27,173,2,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
27,28,186,2,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
28,29,196,2,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
29,30,206,2,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
30,31,208,2,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
31,32,214,2,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
32,33,217,3,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
33,34,220,3,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
34,35,225,3,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
35,36,238,4,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
36,37,244,4,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
37,38,247,4,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
38,39,251,4,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
39,40,257,4,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
40,41,261,5,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
41,42,268,5,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
42,43,270,5,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
43,44,275,5,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
44,45,282,5,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
45,46,290,5,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
46,47,297,5,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
47,48,321,5,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
48,49,331,5,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
49,50,348,6,Australia,348,6,Grenada,"National Cricket Stadium, St George's",348/6
