,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
0,1,1,0,South Africa,273,9,Leicester,Grace Road,273/9
1,2,7,1,South Africa,273,9,Leicester,Grace Road,273/9
2,3,9,1,South Africa,273,9,Leicester,Grace Road,273/9
3,4,10,1,South Africa,273,9,Leicester,Grace Road,273/9
4,5,16,1,South Africa,273,9,Leicester,Grace Road,273/9
5,6,32,1,South Africa,273,9,Leicester,Grace Road,273/9
6,7,36,1,South Africa,273,9,Leicester,Grace Road,273/9
7,8,40,1,South Africa,273,9,Leicester,Grace Road,273/9
8,9,55,1,South Africa,273,9,Leicester,Grace Road,273/9
9,10,71,1,South Africa,273,9,Leicester,Grace Road,273/9
10,11,72,1,South Africa,273,9,Leicester,Grace Road,273/9
11,12,73,1,South Africa,273,9,Leicester,Grace Road,273/9
12,13,75,1,South Africa,273,9,Leicester,Grace Road,273/9
13,14,89,1,South Africa,273,9,Leicester,Grace Road,273/9
14,15,90,1,South Africa,273,9,Leicester,Grace Road,273/9
15,16,92,2,South Africa,273,9,Leicester,Grace Road,273/9
16,17,102,2,South Africa,273,9,Leicester,Grace Road,273/9
17,18,111,2,South Africa,273,9,Leicester,Grace Road,273/9
18,19,124,2,South Africa,273,9,Leicester,Grace Road,273/9
19,20,126,2,South Africa,273,9,Leicester,Grace Road,273/9
20,21,134,3,South Africa,273,9,Leicester,Grace Road,273/9
21,22,135,3,South Africa,273,9,Leicester,Grace Road,273/9
22,23,139,3,South Africa,273,9,Leicester,Grace Road,273/9
23,24,141,3,South Africa,273,9,Leicester,Grace Road,273/9
24,25,145,3,South Africa,273,9,Leicester,Grace Road,273/9
25,26,149,3,South Africa,273,9,Leicester,Grace Road,273/9
26,27,155,3,South Africa,273,9,Leicester,Grace Road,273/9
27,28,160,4,South Africa,273,9,Leicester,Grace Road,273/9
28,29,162,5,South Africa,273,9,Leicester,Grace Road,273/9
29,30,163,5,South Africa,273,9,Leicester,Grace Road,273/9
30,31,165,5,South Africa,273,9,Leicester,Grace Road,273/9
31,32,166,5,South Africa,273,9,Leicester,Grace Road,273/9
32,33,173,5,South Africa,273,9,Leicester,Grace Road,273/9
33,34,179,5,South Africa,273,9,Leicester,Grace Road,273/9
34,35,189,5,South Africa,273,9,Leicester,Grace Road,273/9
35,36,194,5,South Africa,273,9,Leicester,Grace Road,273/9
36,37,197,5,South Africa,273,9,Leicester,Grace Road,273/9
37,38,201,5,South Africa,273,9,Leicester,Grace Road,273/9
38,39,201,5,South Africa,273,9,Leicester,Grace Road,273/9
39,40,203,6,South Africa,273,9,Leicester,Grace Road,273/9
40,41,208,6,South Africa,273,9,Leicester,Grace Road,273/9
41,42,215,6,South Africa,273,9,Leicester,Grace Road,273/9
42,43,215,6,South Africa,273,9,Leicester,Grace Road,273/9
43,44,224,6,South Africa,273,9,Leicester,Grace Road,273/9
44,45,229,6,South Africa,273,9,Leicester,Grace Road,273/9
45,46,249,6,South Africa,273,9,Leicester,Grace Road,273/9
46,47,253,7,South Africa,273,9,Leicester,Grace Road,273/9
47,48,261,7,South Africa,273,9,Leicester,Grace Road,273/9
48,49,265,8,South Africa,273,9,Leicester,Grace Road,273/9
49,50,273,9,South Africa,273,9,Leicester,Grace Road,273/9
