,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
0,1,6,0,South Africa,265,7,Port Elizabeth,St George's Park,265/7
1,2,8,0,South Africa,265,7,Port Elizabeth,St George's Park,265/7
2,3,10,0,South Africa,265,7,Port Elizabeth,St George's Park,265/7
3,4,10,0,South Africa,265,7,Port Elizabeth,St George's Park,265/7
4,5,10,0,South Africa,265,7,Port Elizabeth,St George's Park,265/7
5,6,17,0,South Africa,265,7,Port Elizabeth,St George's Park,265/7
6,7,27,0,South Africa,265,7,Port Elizabeth,St George's Park,265/7
7,8,41,0,South Africa,265,7,Port Elizabeth,St George's Park,265/7
8,9,47,0,South Africa,265,7,Port Elizabeth,St George's Park,265/7
9,10,54,0,South Africa,265,7,Port Elizabeth,St George's Park,265/7
10,11,57,0,South Africa,265,7,Port Elizabeth,St George's Park,265/7
11,12,59,1,South Africa,265,7,Port Elizabeth,St George's Park,265/7
12,13,66,1,South Africa,265,7,Port Elizabeth,St George's Park,265/7
13,14,68,1,South Africa,265,7,Port Elizabeth,St George's Park,265/7
14,15,76,1,South Africa,265,7,Port Elizabeth,St George's Park,265/7
15,16,86,1,South Africa,265,7,Port Elizabeth,St George's Park,265/7
16,17,94,1,South Africa,265,7,Port Elizabeth,St George's Park,265/7
17,18,97,1,South Africa,265,7,Port Elizabeth,St George's Park,265/7
18,19,105,1,South Africa,265,7,Port Elizabeth,St George's Park,265/7
19,20,109,2,South Africa,265,7,Port Elizabeth,St George's Park,265/7
20,21,114,3,South Africa,265,7,Port Elizabeth,St George's Park,265/7
21,22,117,4,South Africa,265,7,Port Elizabeth,St George's Park,265/7
22,23,119,5,South Africa,265,7,Port Elizabeth,St George's Park,265/7
23,24,121,5,South Africa,265,7,Port Elizabeth,St George's Park,265/7
24,25,125,5,South Africa,265,7,Port Elizabeth,St George's Park,265/7
25,26,129,5,South Africa,265,7,Port Elizabeth,St George's Park,265/7
26,27,134,5,South Africa,265,7,Port Elizabeth,St George's Park,265/7
27,28,139,5,South Africa,265,7,Port Elizabeth,St George's Park,265/7
28,29,144,5,South Africa,265,7,Port Elizabeth,St George's Park,265/7
29,30,151,5,South Africa,265,7,Port Elizabeth,St George's Park,265/7
30,31,156,5,South Africa,265,7,Port Elizabeth,St George's Park,265/7
31,32,158,5,South Africa,265,7,Port Elizabeth,St George's Park,265/7
32,33,164,5,South Africa,265,7,Port Elizabeth,St George's Park,265/7
33,34,171,5,South Africa,265,7,Port Elizabeth,St George's Park,265/7
34,35,174,5,South Africa,265,7,Port Elizabeth,St George's Park,265/7
35,36,183,5,South Africa,265,7,Port Elizabeth,St George's Park,265/7
36,37,186,5,South Africa,265,7,Port Elizabeth,St George's Park,265/7
37,38,189,6,South Africa,265,7,Port Elizabeth,St George's Park,265/7
38,39,193,6,South Africa,265,7,Port Elizabeth,St George's Park,265/7
39,40,197,6,South Africa,265,7,Port Elizabeth,St George's Park,265/7
40,41,201,6,South Africa,265,7,Port Elizabeth,St George's Park,265/7
41,42,205,6,South Africa,265,7,Port Elizabeth,St George's Park,265/7
42,43,209,6,South Africa,265,7,Port Elizabeth,St George's Park,265/7
43,44,216,6,South Africa,265,7,Port Elizabeth,St George's Park,265/7
44,45,220,6,South Africa,265,7,Port Elizabeth,St George's Park,265/7
45,46,226,6,South Africa,265,7,Port Elizabeth,St George's Park,265/7
46,47,238,6,South Africa,265,7,Port Elizabeth,St George's Park,265/7
47,48,247,7,South Africa,265,7,Port Elizabeth,St George's Park,265/7
48,49,253,7,South Africa,265,7,Port Elizabeth,St George's Park,265/7
49,50,265,7,South Africa,265,7,Port Elizabeth,St George's Park,265/7
