,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
0,1,1,0,England,234,8,,Rangiri Dambulla International Stadium,234/8
1,2,1,0,England,234,8,,Rangiri Dambulla International Stadium,234/8
2,3,4,1,England,234,8,,Rangiri Dambulla International Stadium,234/8
3,4,9,1,England,234,8,,Rangiri Dambulla International Stadium,234/8
4,5,10,1,England,234,8,,Rangiri Dambulla International Stadium,234/8
5,6,19,1,England,234,8,,Rangiri Dambulla International Stadium,234/8
6,7,25,1,England,234,8,,Rangiri Dambulla International Stadium,234/8
7,8,26,2,England,234,8,,Rangiri Dambulla International Stadium,234/8
8,9,26,2,England,234,8,,Rangiri Dambulla International Stadium,234/8
9,10,29,2,England,234,8,,Rangiri Dambulla International Stadium,234/8
10,11,36,2,England,234,8,,Rangiri Dambulla International Stadium,234/8
11,12,39,2,England,234,8,,Rangiri Dambulla International Stadium,234/8
12,13,42,2,England,234,8,,Rangiri Dambulla International Stadium,234/8
13,14,43,2,England,234,8,,Rangiri Dambulla International Stadium,234/8
14,15,46,2,England,234,8,,Rangiri Dambulla International Stadium,234/8
15,16,52,2,England,234,8,,Rangiri Dambulla International Stadium,234/8
16,17,56,2,England,234,8,,Rangiri Dambulla International Stadium,234/8
17,18,60,3,England,234,8,,Rangiri Dambulla International Stadium,234/8
18,19,63,4,England,234,8,,Rangiri Dambulla International Stadium,234/8
19,20,63,4,England,234,8,,Rangiri Dambulla International Stadium,234/8
20,21,64,4,England,234,8,,Rangiri Dambulla International Stadium,234/8
21,22,70,4,England,234,8,,Rangiri Dambulla International Stadium,234/8
22,23,76,4,England,234,8,,Rangiri Dambulla International Stadium,234/8
23,24,81,4,England,234,8,,Rangiri Dambulla International Stadium,234/8
24,25,83,4,England,234,8,,Rangiri Dambulla International Stadium,234/8
25,26,85,4,England,234,8,,Rangiri Dambulla International Stadium,234/8
26,27,90,4,England,234,8,,Rangiri Dambulla International Stadium,234/8
27,28,94,4,England,234,8,,Rangiri Dambulla International Stadium,234/8
28,29,102,4,England,234,8,,Rangiri Dambulla International Stadium,234/8
29,30,105,4,England,234,8,,Rangiri Dambulla International Stadium,234/8
30,31,109,4,England,234,8,,Rangiri Dambulla International Stadium,234/8
31,32,117,4,England,234,8,,Rangiri Dambulla International Stadium,234/8
32,33,128,4,England,234,8,,Rangiri Dambulla International Stadium,234/8
33,34,130,4,England,234,8,,Rangiri Dambulla International Stadium,234/8
34,35,139,5,England,234,8,,Rangiri Dambulla International Stadium,234/8
35,36,144,6,England,234,8,,Rangiri Dambulla International Stadium,234/8
36,37,147,6,England,234,8,,Rangiri Dambulla International Stadium,234/8
37,38,153,6,England,234,8,,Rangiri Dambulla International Stadium,234/8
38,39,157,6,England,234,8,,Rangiri Dambulla International Stadium,234/8
39,40,163,6,England,234,8,,Rangiri Dambulla International Stadium,234/8
40,41,168,6,England,234,8,,Rangiri Dambulla International Stadium,234/8
41,42,173,6,England,234,8,,Rangiri Dambulla International Stadium,234/8
42,43,181,6,England,234,8,,Rangiri Dambulla International Stadium,234/8
43,44,189,6,England,234,8,,Rangiri Dambulla International Stadium,234/8
44,45,195,6,England,234,8,,Rangiri Dambulla International Stadium,234/8
45,46,201,6,England,234,8,,Rangiri Dambulla International Stadium,234/8
46,47,208,6,England,234,8,,Rangiri Dambulla International Stadium,234/8
47,48,217,7,England,234,8,,Rangiri Dambulla International Stadium,234/8
48,49,227,7,England,234,8,,Rangiri Dambulla International Stadium,234/8
49,50,234,8,England,234,8,,Rangiri Dambulla International Stadium,234/8
