,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
0,1,5,0,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
1,2,7,1,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
2,3,12,1,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
3,4,13,1,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
4,5,14,1,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
5,6,21,1,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
6,7,26,1,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
7,8,30,1,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
8,9,33,1,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
9,10,36,1,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
10,11,37,1,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
11,12,42,1,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
12,13,49,1,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
13,14,56,2,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
14,15,57,2,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
15,16,60,2,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
16,17,60,2,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
17,18,69,2,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
18,19,69,2,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
19,20,70,3,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
20,21,75,3,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
21,22,77,3,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
22,23,78,3,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
23,24,86,3,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
24,25,89,3,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
25,26,95,3,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
26,27,98,3,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
27,28,102,3,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
28,29,109,3,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
29,30,111,3,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
30,31,114,3,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
31,32,117,3,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
32,33,121,3,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
33,34,126,3,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
34,35,127,3,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
35,36,138,3,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
36,37,146,4,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
37,38,153,4,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
38,39,162,4,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
39,40,166,4,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
40,41,171,4,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
41,42,175,5,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
42,43,181,5,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
43,44,188,6,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
44,45,192,6,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
45,46,198,6,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
46,47,200,7,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
47,48,206,7,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
48,49,213,7,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
49,50,217,7,Zimbabwe,217,7,Bogra,Shaheed Chandu Stadium,217/7
