,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
0,1,5,0,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
1,2,5,0,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
2,3,9,0,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
3,4,12,0,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
4,5,16,0,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
5,6,21,0,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
6,7,22,0,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
7,8,22,0,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
8,9,30,0,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
9,10,30,0,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
10,11,36,0,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
11,12,36,0,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
12,13,40,0,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
13,14,43,0,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
14,15,46,0,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
15,16,56,0,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
16,17,58,0,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
17,18,62,0,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
18,19,67,1,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
19,20,69,1,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
20,21,69,1,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
21,22,74,1,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
22,23,77,1,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
23,24,82,1,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
24,25,86,1,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
25,26,89,1,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
26,27,93,1,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
27,28,111,1,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
28,29,121,1,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
29,30,124,1,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
30,31,128,1,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
31,32,131,1,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
32,33,138,1,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
33,34,146,1,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
34,35,158,1,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
35,36,164,1,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
36,37,167,1,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
37,38,168,3,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
38,39,171,3,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
39,40,174,3,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
40,41,178,3,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
41,42,187,3,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
42,43,196,3,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
43,44,207,3,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
44,45,211,3,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
45,46,219,4,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
46,47,227,4,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
47,48,240,4,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
48,49,243,5,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
49,50,254,5,Zimbabwe,254,5,Guyana,Providence Stadium,254/5
