,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
0,1,11,0,New Zealand,273,7,Paarl,Boland Park,273/7
1,2,16,0,New Zealand,273,7,Paarl,Boland Park,273/7
2,3,20,0,New Zealand,273,7,Paarl,Boland Park,273/7
3,4,20,0,New Zealand,273,7,Paarl,Boland Park,273/7
4,5,22,0,New Zealand,273,7,Paarl,Boland Park,273/7
5,6,26,1,New Zealand,273,7,Paarl,Boland Park,273/7
6,7,28,1,New Zealand,273,7,Paarl,Boland Park,273/7
7,8,28,1,New Zealand,273,7,Paarl,Boland Park,273/7
8,9,33,1,New Zealand,273,7,Paarl,Boland Park,273/7
9,10,35,1,New Zealand,273,7,Paarl,Boland Park,273/7
10,11,39,1,New Zealand,273,7,Paarl,Boland Park,273/7
11,12,43,1,New Zealand,273,7,Paarl,Boland Park,273/7
12,13,48,1,New Zealand,273,7,Paarl,Boland Park,273/7
13,14,55,1,New Zealand,273,7,Paarl,Boland Park,273/7
14,15,57,1,New Zealand,273,7,Paarl,Boland Park,273/7
15,16,63,1,New Zealand,273,7,Paarl,Boland Park,273/7
16,17,69,1,New Zealand,273,7,Paarl,Boland Park,273/7
17,18,77,1,New Zealand,273,7,Paarl,Boland Park,273/7
18,19,79,1,New Zealand,273,7,Paarl,Boland Park,273/7
19,20,81,1,New Zealand,273,7,Paarl,Boland Park,273/7
20,21,91,2,New Zealand,273,7,Paarl,Boland Park,273/7
21,22,92,2,New Zealand,273,7,Paarl,Boland Park,273/7
22,23,99,2,New Zealand,273,7,Paarl,Boland Park,273/7
23,24,109,2,New Zealand,273,7,Paarl,Boland Park,273/7
24,25,116,2,New Zealand,273,7,Paarl,Boland Park,273/7
25,26,123,2,New Zealand,273,7,Paarl,Boland Park,273/7
26,27,124,3,New Zealand,273,7,Paarl,Boland Park,273/7
27,28,128,3,New Zealand,273,7,Paarl,Boland Park,273/7
28,29,136,3,New Zealand,273,7,Paarl,Boland Park,273/7
29,30,147,3,New Zealand,273,7,Paarl,Boland Park,273/7
30,31,155,3,New Zealand,273,7,Paarl,Boland Park,273/7
31,32,161,3,New Zealand,273,7,Paarl,Boland Park,273/7
32,33,165,3,New Zealand,273,7,Paarl,Boland Park,273/7
33,34,175,3,New Zealand,273,7,Paarl,Boland Park,273/7
34,35,186,3,New Zealand,273,7,Paarl,Boland Park,273/7
35,36,187,3,New Zealand,273,7,Paarl,Boland Park,273/7
36,37,194,3,New Zealand,273,7,Paarl,Boland Park,273/7
37,38,196,3,New Zealand,273,7,Paarl,Boland Park,273/7
38,39,203,3,New Zealand,273,7,Paarl,Boland Park,273/7
39,40,208,4,New Zealand,273,7,Paarl,Boland Park,273/7
40,41,212,4,New Zealand,273,7,Paarl,Boland Park,273/7
41,42,217,4,New Zealand,273,7,Paarl,Boland Park,273/7
42,43,223,4,New Zealand,273,7,Paarl,Boland Park,273/7
43,44,231,4,New Zealand,273,7,Paarl,Boland Park,273/7
44,45,234,4,New Zealand,273,7,Paarl,Boland Park,273/7
45,46,239,4,New Zealand,273,7,Paarl,Boland Park,273/7
46,47,243,4,New Zealand,273,7,Paarl,Boland Park,273/7
47,48,255,4,New Zealand,273,7,Paarl,Boland Park,273/7
48,49,260,6,New Zealand,273,7,Paarl,Boland Park,273/7
49,50,273,7,New Zealand,273,7,Paarl,Boland Park,273/7
