,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
0,1,1,0,Kenya,260,10,Christchurch,Hagley Oval,260/10
1,2,3,0,Kenya,260,10,Christchurch,Hagley Oval,260/10
2,3,9,0,Kenya,260,10,Christchurch,Hagley Oval,260/10
3,4,15,0,Kenya,260,10,Christchurch,Hagley Oval,260/10
4,5,22,0,Kenya,260,10,Christchurch,Hagley Oval,260/10
5,6,34,0,Kenya,260,10,Christchurch,Hagley Oval,260/10
6,7,43,0,Kenya,260,10,Christchurch,Hagley Oval,260/10
7,8,45,0,Kenya,260,10,Christchurch,Hagley Oval,260/10
8,9,54,0,Kenya,260,10,Christchurch,Hagley Oval,260/10
9,10,55,0,Kenya,260,10,Christchurch,Hagley Oval,260/10
10,11,63,0,Kenya,260,10,Christchurch,Hagley Oval,260/10
11,12,66,1,Kenya,260,10,Christchurch,Hagley Oval,260/10
12,13,70,1,Kenya,260,10,Christchurch,Hagley Oval,260/10
13,14,79,1,Kenya,260,10,Christchurch,Hagley Oval,260/10
14,15,85,1,Kenya,260,10,Christchurch,Hagley Oval,260/10
15,16,90,1,Kenya,260,10,Christchurch,Hagley Oval,260/10
16,17,93,2,Kenya,260,10,Christchurch,Hagley Oval,260/10
17,18,98,2,Kenya,260,10,Christchurch,Hagley Oval,260/10
18,19,102,2,Kenya,260,10,Christchurch,Hagley Oval,260/10
19,20,105,2,Kenya,260,10,Christchurch,Hagley Oval,260/10
20,21,108,2,Kenya,260,10,Christchurch,Hagley Oval,260/10
21,22,111,2,Kenya,260,10,Christchurch,Hagley Oval,260/10
22,23,116,2,Kenya,260,10,Christchurch,Hagley Oval,260/10
23,24,119,2,Kenya,260,10,Christchurch,Hagley Oval,260/10
24,25,124,2,Kenya,260,10,Christchurch,Hagley Oval,260/10
25,26,128,2,Kenya,260,10,Christchurch,Hagley Oval,260/10
26,27,134,2,Kenya,260,10,Christchurch,Hagley Oval,260/10
27,28,139,2,Kenya,260,10,Christchurch,Hagley Oval,260/10
28,29,146,2,Kenya,260,10,Christchurch,Hagley Oval,260/10
29,30,149,2,Kenya,260,10,Christchurch,Hagley Oval,260/10
30,31,153,3,Kenya,260,10,Christchurch,Hagley Oval,260/10
31,32,154,3,Kenya,260,10,Christchurch,Hagley Oval,260/10
32,33,158,3,Kenya,260,10,Christchurch,Hagley Oval,260/10
33,34,165,4,Kenya,260,10,Christchurch,Hagley Oval,260/10
34,35,165,4,Kenya,260,10,Christchurch,Hagley Oval,260/10
35,36,174,4,Kenya,260,10,Christchurch,Hagley Oval,260/10
36,37,179,4,Kenya,260,10,Christchurch,Hagley Oval,260/10
37,38,190,4,Kenya,260,10,Christchurch,Hagley Oval,260/10
38,39,193,5,Kenya,260,10,Christchurch,Hagley Oval,260/10
39,40,198,6,Kenya,260,10,Christchurch,Hagley Oval,260/10
40,41,207,6,Kenya,260,10,Christchurch,Hagley Oval,260/10
41,42,209,6,Kenya,260,10,Christchurch,Hagley Oval,260/10
42,43,213,7,Kenya,260,10,Christchurch,Hagley Oval,260/10
43,44,215,7,Kenya,260,10,Christchurch,Hagley Oval,260/10
44,45,224,7,Kenya,260,10,Christchurch,Hagley Oval,260/10
45,46,229,7,Kenya,260,10,Christchurch,Hagley Oval,260/10
46,47,242,7,Kenya,260,10,Christchurch,Hagley Oval,260/10
47,48,244,9,Kenya,260,10,Christchurch,Hagley Oval,260/10
48,49,252,9,Kenya,260,10,Christchurch,Hagley Oval,260/10
49,50,260,10,Kenya,260,10,Christchurch,Hagley Oval,260/10
