,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
0,1,11,0,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
1,2,17,0,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
2,3,18,0,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
3,4,26,0,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
4,5,29,0,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
5,6,39,0,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
6,7,41,0,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
7,8,49,0,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
8,9,54,0,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
9,10,61,0,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
10,11,71,1,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
11,12,76,1,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
12,13,84,1,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
13,14,85,1,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
14,15,90,1,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
15,16,100,1,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
16,17,100,1,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
17,18,107,1,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
18,19,109,1,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
19,20,111,1,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
20,21,114,1,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
21,22,118,1,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
22,23,126,1,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
23,24,132,1,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
24,25,134,1,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
25,26,136,1,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
26,27,141,1,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
27,28,147,1,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
28,29,150,1,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
29,30,153,2,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
30,31,158,2,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
31,32,165,2,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
32,33,168,2,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
33,34,178,2,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
34,35,180,3,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
35,36,183,3,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
36,37,189,3,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
37,38,197,3,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
38,39,200,4,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
39,40,206,4,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
40,41,207,4,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
41,42,213,4,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
42,43,222,4,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
43,44,232,4,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
44,45,250,4,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
45,46,253,6,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
46,47,260,6,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
47,48,271,6,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
48,49,283,6,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
49,50,292,7,Afghanistan,292,7,Greater Noida,Greater Noida Sports Complex Ground,292/7
