,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
0,1,2,0,Afghanistan,280,8,Dubai,ICC Academy,280/8
1,2,5,0,Afghanistan,280,8,Dubai,ICC Academy,280/8
2,3,8,0,Afghanistan,280,8,Dubai,ICC Academy,280/8
3,4,13,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
4,5,14,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
5,6,17,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
6,7,19,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
7,8,27,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
8,9,30,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
9,10,35,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
10,11,40,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
11,12,41,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
12,13,44,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
13,14,44,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
14,15,52,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
15,16,55,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
16,17,64,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
17,18,72,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
18,19,76,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
19,20,82,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
20,21,85,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
21,22,94,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
22,23,98,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
23,24,102,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
24,25,106,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
25,26,109,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
26,27,113,1,Afghanistan,280,8,Dubai,ICC Academy,280/8
27,28,117,2,Afghanistan,280,8,Dubai,ICC Academy,280/8
28,29,125,2,Afghanistan,280,8,Dubai,ICC Academy,280/8
29,30,136,2,Afghanistan,280,8,Dubai,ICC Academy,280/8
30,31,144,2,Afghanistan,280,8,Dubai,ICC Academy,280/8
31,32,148,3,Afghanistan,280,8,Dubai,ICC Academy,280/8
32,33,150,4,Afghanistan,280,8,Dubai,ICC Academy,280/8
33,34,156,4,Afghanistan,280,8,Dubai,ICC Academy,280/8
34,35,160,4,Afghanistan,280,8,Dubai,ICC Academy,280/8
35,36,169,4,Afghanistan,280,8,Dubai,ICC Academy,280/8
36,37,175,4,Afghanistan,280,8,Dubai,ICC Academy,280/8
37,38,183,4,Afghanistan,280,8,Dubai,ICC Academy,280/8
38,39,190,4,Afghanistan,280,8,Dubai,ICC Academy,280/8
39,40,193,4,Afghanistan,280,8,Dubai,ICC Academy,280/8
40,41,201,4,Afghanistan,280,8,Dubai,ICC Academy,280/8
41,42,206,5,Afghanistan,280,8,Dubai,ICC Academy,280/8
42,43,211,5,Afghanistan,280,8,Dubai,ICC Academy,280/8
43,44,222,5,Afghanistan,280,8,Dubai,ICC Academy,280/8
44,45,230,5,Afghanistan,280,8,Dubai,ICC Academy,280/8
45,46,242,6,Afghanistan,280,8,Dubai,ICC Academy,280/8
46,47,248,6,Afghanistan,280,8,Dubai,ICC Academy,280/8
47,48,273,6,Afghanistan,280,8,Dubai,ICC Academy,280/8
48,49,275,8,Afghanistan,280,8,Dubai,ICC Academy,280/8
49,50,280,8,Afghanistan,280,8,Dubai,ICC Academy,280/8
