,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
0,1,5,0,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
1,2,11,0,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
2,3,13,1,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
3,4,15,1,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
4,5,20,2,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
5,6,25,2,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
6,7,33,2,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
7,8,35,2,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
8,9,40,2,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
9,10,40,3,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
10,11,46,4,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
11,12,46,4,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
12,13,53,4,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
13,14,55,4,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
14,15,57,4,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
15,16,63,4,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
16,17,67,4,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
17,18,71,5,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
18,19,72,5,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
19,20,79,5,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
20,21,80,5,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
21,22,82,5,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
22,23,87,5,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
23,24,90,5,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
24,25,95,5,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
25,26,97,5,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
26,27,97,6,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
27,28,105,6,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
28,29,108,6,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
29,30,116,6,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
30,31,118,6,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
31,32,122,6,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
32,33,130,6,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
33,34,133,6,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
34,35,141,6,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
35,36,148,6,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
36,37,151,6,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
37,38,154,6,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
38,39,163,6,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
39,40,173,6,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
40,41,186,6,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
41,42,193,6,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
42,43,193,8,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
43,44,199,8,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
44,45,210,8,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
45,46,217,8,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
46,47,238,8,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
47,48,243,8,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
48,49,251,8,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
49,50,264,8,Afghanistan,264,8,Greater Noida,Greater Noida Sports Complex Ground,264/8
