,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
0,1,12,0,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
1,2,14,0,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
2,3,14,0,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
3,4,22,0,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
4,5,25,0,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
5,6,30,0,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
6,7,34,0,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
7,8,46,0,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
8,9,48,0,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
9,10,63,0,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
10,11,74,0,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
11,12,77,0,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
12,13,81,0,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
13,14,88,0,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
14,15,95,0,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
15,16,99,0,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
16,17,100,1,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
17,18,104,1,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
18,19,111,1,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
19,20,113,1,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
20,21,119,1,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
21,22,122,1,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
22,23,135,1,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
23,24,139,1,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
24,25,141,1,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
25,26,142,1,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
26,27,145,1,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
27,28,145,1,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
28,29,156,1,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
29,30,163,1,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
30,31,168,1,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
31,32,169,2,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
32,33,174,2,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
33,34,181,2,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
34,35,190,2,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
35,36,196,2,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
36,37,199,3,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
37,38,209,3,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
38,39,229,3,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
39,40,239,3,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
40,41,252,3,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
41,42,261,3,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
42,43,270,4,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
43,44,279,5,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
44,45,286,5,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
45,46,297,6,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
46,47,307,6,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
47,48,313,7,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
48,49,324,7,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
49,50,330,8,West Indies,330,8,Delhi,Feroz Shah Kotla,330/8
