,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
0,1,0,0,West Indies,238,9,London,Kennington Oval,238/9
1,2,6,0,West Indies,238,9,London,Kennington Oval,238/9
2,3,6,0,West Indies,238,9,London,Kennington Oval,238/9
3,4,6,0,West Indies,238,9,London,Kennington Oval,238/9
4,5,8,0,West Indies,238,9,London,Kennington Oval,238/9
5,6,20,0,West Indies,238,9,London,Kennington Oval,238/9
6,7,22,0,West Indies,238,9,London,Kennington Oval,238/9
7,8,23,0,West Indies,238,9,London,Kennington Oval,238/9
8,9,30,0,West Indies,238,9,London,Kennington Oval,238/9
9,10,48,0,West Indies,238,9,London,Kennington Oval,238/9
10,11,56,0,West Indies,238,9,London,Kennington Oval,238/9
11,12,59,0,West Indies,238,9,London,Kennington Oval,238/9
12,13,62,0,West Indies,238,9,London,Kennington Oval,238/9
13,14,63,0,West Indies,238,9,London,Kennington Oval,238/9
14,15,63,1,West Indies,238,9,London,Kennington Oval,238/9
15,16,63,1,West Indies,238,9,London,Kennington Oval,238/9
16,17,69,2,West Indies,238,9,London,Kennington Oval,238/9
17,18,70,2,West Indies,238,9,London,Kennington Oval,238/9
18,19,72,2,West Indies,238,9,London,Kennington Oval,238/9
19,20,78,2,West Indies,238,9,London,Kennington Oval,238/9
20,21,79,4,West Indies,238,9,London,Kennington Oval,238/9
21,22,80,4,West Indies,238,9,London,Kennington Oval,238/9
22,23,81,4,West Indies,238,9,London,Kennington Oval,238/9
23,24,82,4,West Indies,238,9,London,Kennington Oval,238/9
24,25,84,4,West Indies,238,9,London,Kennington Oval,238/9
25,26,86,4,West Indies,238,9,London,Kennington Oval,238/9
26,27,88,4,West Indies,238,9,London,Kennington Oval,238/9
27,28,95,4,West Indies,238,9,London,Kennington Oval,238/9
28,29,100,4,West Indies,238,9,London,Kennington Oval,238/9
29,30,110,4,West Indies,238,9,London,Kennington Oval,238/9
30,31,112,4,West Indies,238,9,London,Kennington Oval,238/9
31,32,117,4,West Indies,238,9,London,Kennington Oval,238/9
32,33,123,4,West Indies,238,9,London,Kennington Oval,238/9
33,34,127,4,West Indies,238,9,London,Kennington Oval,238/9
34,35,133,4,West Indies,238,9,London,Kennington Oval,238/9
35,36,148,4,West Indies,238,9,London,Kennington Oval,238/9
36,37,160,4,West Indies,238,9,London,Kennington Oval,238/9
37,38,167,4,West Indies,238,9,London,Kennington Oval,238/9
38,39,172,4,West Indies,238,9,London,Kennington Oval,238/9
39,40,180,5,West Indies,238,9,London,Kennington Oval,238/9
40,41,182,5,West Indies,238,9,London,Kennington Oval,238/9
41,42,191,5,West Indies,238,9,London,Kennington Oval,238/9
42,43,202,5,West Indies,238,9,London,Kennington Oval,238/9
43,44,207,5,West Indies,238,9,London,Kennington Oval,238/9
44,45,219,5,West Indies,238,9,London,Kennington Oval,238/9
45,46,221,6,West Indies,238,9,London,Kennington Oval,238/9
46,47,228,7,West Indies,238,9,London,Kennington Oval,238/9
47,48,232,7,West Indies,238,9,London,Kennington Oval,238/9
48,49,236,8,West Indies,238,9,London,Kennington Oval,238/9
49,50,238,9,West Indies,238,9,London,Kennington Oval,238/9
