,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
0,1,0,0,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
1,2,3,1,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
2,3,9,1,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
3,4,12,1,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
4,5,24,1,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
5,6,24,1,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
6,7,28,1,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
7,8,28,2,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
8,9,32,2,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
9,10,36,2,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
10,11,39,2,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
11,12,45,2,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
12,13,51,2,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
13,14,53,3,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
14,15,55,3,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
15,16,62,3,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
16,17,76,3,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
17,18,82,3,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
18,19,87,3,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
19,20,95,3,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
20,21,96,3,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
21,22,105,3,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
22,23,108,3,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
23,24,113,3,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
24,25,115,3,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
25,26,121,3,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
26,27,130,3,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
27,28,134,3,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
28,29,140,3,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
29,30,143,3,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
30,31,145,3,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
31,32,147,3,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
32,33,155,3,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
33,34,159,4,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
34,35,166,4,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
35,36,167,4,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
36,37,172,4,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
37,38,182,4,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
38,39,190,4,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
39,40,192,5,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
40,41,198,5,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
41,42,203,5,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
42,43,206,5,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
43,44,212,5,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
44,45,222,5,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
45,46,236,5,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
46,47,242,5,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
47,48,250,6,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
48,49,254,7,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
49,50,270,7,England,270,7,Brisbane,"Brisbane Cricket Ground, Woolloongabba",270/7
