,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
0,1,9,0,Scotland,318,8,Nelson,Saxton Oval,318/8
1,2,11,0,Scotland,318,8,Nelson,Saxton Oval,318/8
2,3,14,1,Scotland,318,8,Nelson,Saxton Oval,318/8
3,4,17,1,Scotland,318,8,Nelson,Saxton Oval,318/8
4,5,20,1,Scotland,318,8,Nelson,Saxton Oval,318/8
5,6,21,1,Scotland,318,8,Nelson,Saxton Oval,318/8
6,7,25,1,Scotland,318,8,Nelson,Saxton Oval,318/8
7,8,29,1,Scotland,318,8,Nelson,Saxton Oval,318/8
8,9,37,1,Scotland,318,8,Nelson,Saxton Oval,318/8
9,10,39,2,Scotland,318,8,Nelson,Saxton Oval,318/8
10,11,45,2,Scotland,318,8,Nelson,Saxton Oval,318/8
11,12,46,2,Scotland,318,8,Nelson,Saxton Oval,318/8
12,13,53,2,Scotland,318,8,Nelson,Saxton Oval,318/8
13,14,64,2,Scotland,318,8,Nelson,Saxton Oval,318/8
14,15,68,2,Scotland,318,8,Nelson,Saxton Oval,318/8
15,16,75,2,Scotland,318,8,Nelson,Saxton Oval,318/8
16,17,76,2,Scotland,318,8,Nelson,Saxton Oval,318/8
17,18,77,2,Scotland,318,8,Nelson,Saxton Oval,318/8
18,19,83,2,Scotland,318,8,Nelson,Saxton Oval,318/8
19,20,94,2,Scotland,318,8,Nelson,Saxton Oval,318/8
20,21,99,2,Scotland,318,8,Nelson,Saxton Oval,318/8
21,22,103,2,Scotland,318,8,Nelson,Saxton Oval,318/8
22,23,110,2,Scotland,318,8,Nelson,Saxton Oval,318/8
23,24,116,3,Scotland,318,8,Nelson,Saxton Oval,318/8
24,25,122,3,Scotland,318,8,Nelson,Saxton Oval,318/8
25,26,125,3,Scotland,318,8,Nelson,Saxton Oval,318/8
26,27,127,3,Scotland,318,8,Nelson,Saxton Oval,318/8
27,28,136,3,Scotland,318,8,Nelson,Saxton Oval,318/8
28,29,141,3,Scotland,318,8,Nelson,Saxton Oval,318/8
29,30,152,3,Scotland,318,8,Nelson,Saxton Oval,318/8
30,31,163,3,Scotland,318,8,Nelson,Saxton Oval,318/8
31,32,168,3,Scotland,318,8,Nelson,Saxton Oval,318/8
32,33,175,3,Scotland,318,8,Nelson,Saxton Oval,318/8
33,34,178,3,Scotland,318,8,Nelson,Saxton Oval,318/8
34,35,180,3,Scotland,318,8,Nelson,Saxton Oval,318/8
35,36,194,3,Scotland,318,8,Nelson,Saxton Oval,318/8
36,37,198,3,Scotland,318,8,Nelson,Saxton Oval,318/8
37,38,206,3,Scotland,318,8,Nelson,Saxton Oval,318/8
38,39,212,3,Scotland,318,8,Nelson,Saxton Oval,318/8
39,40,230,3,Scotland,318,8,Nelson,Saxton Oval,318/8
40,41,235,3,Scotland,318,8,Nelson,Saxton Oval,318/8
41,42,250,3,Scotland,318,8,Nelson,Saxton Oval,318/8
42,43,258,4,Scotland,318,8,Nelson,Saxton Oval,318/8
43,44,266,4,Scotland,318,8,Nelson,Saxton Oval,318/8
44,45,270,5,Scotland,318,8,Nelson,Saxton Oval,318/8
45,46,283,5,Scotland,318,8,Nelson,Saxton Oval,318/8
46,47,296,5,Scotland,318,8,Nelson,Saxton Oval,318/8
47,48,304,5,Scotland,318,8,Nelson,Saxton Oval,318/8
48,49,312,7,Scotland,318,8,Nelson,Saxton Oval,318/8
49,50,318,8,Scotland,318,8,Nelson,Saxton Oval,318/8
